element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(10^8 s^-1),Acc,Ei(cm-1),Ek(cm-1),Type,tp_ref,line_ref
Fe,2,869.8081,0.0003,25,2.8e-02,C+,90901.130,102394.764,,T6892c83,L18349c139
Br,1,869.8529,0.0020,4000,2.4e-01,C+,67183.58,78676.65,,"T6936n,T9382",L351
N,2,869.900,0.010,110w,2.26e-01,C+,202765.26,214257.69,,T5520LS,L3513
Fe,1,869.94534,0.00023,890,4.08e-02,D+,39969.853,51461.670,,T5720,L11631
Fe,2,870.1159,0.0011,6,9.e-03,E,98130.136,109619.704,,T6892c83,L18349c139
N,1,870.325,0.010,500,2.16e-01,B+,83284.070,94770.880,,T7370,L3513
Ne,1,870.41122,0.00010,2900,1.57e-02,C+,150121.5922,161607.2609,,T6976,L9097
Ag,2,870.5390,0.0017,1600,1.17e-01,C,120533.6058,132017.588,,T9142,L17886c114
Ac,1,870.729,,170:,1.7e-03,C,2231.432,13712.902,,"T10105n,T10228",L21471
Mg,1,871.0175,0.0010,10,7.97e-03,D,47841.119,59318.793,,"T6298c72,LS",L6095
Ba,2,871.0768,0.0010,24,7.88e-01,B,46154.847,57631.739,,"T3225,T7387",L9224
Hf,1,871.1200,0.0015,4300,1.2e-02,C,15673.341,27149.6642,,T5346,L16323
N,1,871.170,0.010,570,1.29e-01,B+,83317.830,94793.490,,T7370,L3513
Co,2,871.2611,0.0025,32,2.1e-02,C+,97967.697,109442.072,,T6999,L4687c119
Mg,1,871.2689,0.0010,12,1.07e-02,D+,47844.414,59318.775,,"T6298c72,LS",L6095
Mn,2,871.3314,0.0006,50,2.2e-01,C,86936.981,98410.512,,c88,L562
Mg,1,871.7825,0.0010,13,1.43e-02,D+,47851.162,59318.764,,"T6298c72,LS",L6095
Fe,2,871.8034,0.0002,28,2.2e-02,D,98294.909,109762.239,,T6892c83,L18349c139
N,1,871.883,0.010,500,6.54e-02,B+,83364.620,94830.890,,T7370,L3513
Sr,2,871.956,0.015,300,1.0e-01,D,56057.9,67522.87,,T4515,L2631
La,1,872.041,0.010,13h,1.67e-02,C+,9919.821,21384.00,,T9460,L3475
Fe,2,872.23644,0.00013,170,8.9e-02,B+,79439.496,90901.130,,T6892c83,L18349c139
Fe,2,872.24603,0.00004,1300,4.2e-01,B+,98130.136,109591.643,,T6892c83,L18349c139
Co,2,872.32820,0.00019,140bl,3.4e-01,C+,85481.689,96942.130,,T6999,L9429c118
Ag,2,872.59,0.23,260,1.8e-01,C,133022.073,144478.44,,T9142,L647c114
N,1,872.889,0.010,250,3.75e-02,B+,83317.830,94770.880,,T7370,L3513
Ti,3,873.124,0.010,3,6.4e-02,D,169769.13,181219.06,,T1216,L3593
Mn,2,873.1687,0.0006,30,1.3e-01,C,86961.122,98410.512,,c88,L562
Fe,2,873.27460,0.00017,90,1.5e-01,E,98568.907,110016.915,,T6892c83,L18349c139
Ti,1,873.4711,0.0009,110,2.30e-03,B,8492.422,19937.855,,T8000,L10989
Mg,2,873.4990,0.0010,10,5.34e-02,A,97455.12,108900.20,,c31,L7414
Mg,1,873.6021,0.0010,17*,1.62e-02,D+,47957.027,59400.763,,"T6298c72,LS",L6095
Mg,1,873.6021,0.0010,17*,1.83e-02,C,47957.045,59400.763,,"T6298c72,LS",L6095
Mg,1,873.6021,0.0010,17*,1.54e-02,D+,47957.058,59400.763,,"T6298c72,LS",L6095
F,1,873.7270,0.0002,1400,2.74e-02,C,117164.01,128606.09,,T7043,L7481
Co,2,873.7440,0.0003,1900,4.0e-01,C+,84014.181,95456.047,,T6999,L9429c118
Ba,2,873.7751,0.0010,18,7.29e-01,B,45949.472,57390.922,,"T3225,T7387",L9224
Fe,2,874.03015,0.00004,310,2.8e-01,D+,99068.465,110506.577,,T6892c83,L18349c139
W,1,874.047,0.010,25,2.74e-04,D,17701.18,29139.12,,T4976,L153
P,1,874.1529,0.0010,400,9.1e-02,D,64239.591,75676.09,,"T1619CA,LS",L5148
Fe,2,874.2482,0.0007,10,5.2e-03,D+,90898.878,102334.140,,T6892c83,L18349c139
Mg,2,874.5657,0.0010,11,6.37e-02,A,97468.92,108900.02,,c31,L7414
N,1,874.736,0.010,200,9.65e-03,B+,83364.620,94793.490,,T7370,L3513
Ag,2,874.8317,0.0018,2800,4.3e-01,C,125404.8818,136832.527,,T9142,L17886c114
Fe,2,875.0177,0.0003,28,5.e-03,E,97507.414,108932.616,,T6892c83,L18349c139
H,1,875.046,0.003,2200,2.0207e-04,AAA,97492.304,108917.1209,,T8637,L7400c29
C,1,875.3116,0.0015,26000,5.e-03,D,72610.73530,84032.1471,,"T5520,T6070",L9405c184
Fe,1,875.71871,0.00023,3630,3.52e-03,C,22946.816,34362.873,,T5720,L11631
Fe,2,875.84201,0.00010,80,3.1e-01,D+,98114.577,109529.028,,T6892c83,L18349c139
V,2,875.905,0.003,820h,1.0e-01,D,80298.09,91711.733,,T9770,L10089c179
K,1,876.396,0.010,4,7.13e-04,A,21534.680,32941.9262,,T9168,L6096
Fe,2,876.4266,0.0007,9,1.5e-02,E,98568.907,109975.739,,T6892c83,L18349c139
Fe,2,876.6003,0.0002,30,1.9e-02,D,98445.410,109849.987,,T6892c83,L18349c139
F,1,876.661,0.003,100,1.00e-02,C,117308.56,128712.30,,T7043,L7481
Ti,1,876.6682,0.0009,100,1.20e-03,B,8602.3441,20006.039,,T8000,L10989
K,1,876.705,0.010,3,7.81e-04,A,21536.988,32940.2030,,T9168,L6096
Ne,1,876.7536,0.0004,160,1.02e-03,C,150121.5922,161524.1739,,T8378,L9097
Co,2,876.9059,0.0024,160,2.0e-02,C+,85481.689,96882.310,,T6999,L9429c118
Mn,2,876.9176,0.0006,80,3.8e-01,C,74560.181,85960.622,,c88,L562
Ne,1,877.16575,0.00010,10000,1.10e-01,B,151038.4524,162435.6780,,T6976,L9097
Al,1,877.2866,0.0010,13,6.47e-02,B+,32435.453,43831.101,,"u36,LS",L4737
Al,1,877.3896,0.0010,14*,6.95e-02,B+,32436.796,43831.105,,"u36,LS",L4737
Al,1,877.3896,0.0010,14*,4.62e-03,C+,32436.796,43831.101,,"u36,LS",L4737
Ag,2,877.5316,0.0018,1300,3.0e-01,C,125126.4097,136518.895,,T9142,L17886c114
Fe,2,877.5572,0.0003,25,9.e-03,D+,90638.823,102030.965,,T6892c83,L18349c139
Kr,1,877.67505,0.00010,300,2.217e-01,A+,80916.7680,92307.3786,,T7199,L11281
Co,2,877.74445,0.00017,1200,3.2e-01,C+,84586.868,95976.579,,T6999,L9429c118
F,1,877.773,0.003,1200,6.02e-02,C+,117308.56,128697.89,,T7043,L7481
V,2,877.871,0.003,290h,1.0e-01,D+,80057.65,91445.745,,T9770,L10089c179
Ne,1,877.87322,0.00010,2100,5.38e-02,C+,150121.5922,161509.6305,,T6976,L9097
Ne,1,878.06223,0.00004,57000,2.93e-01,B+,150315.8612,161701.4486,,T6976,L3451
Ne,1,878.20015,0.00010,230,1.13e-03,C+,150315.8612,161699.6613,,T6976,L9097
Eu,1,878.246,0.010,6,5.7e-03,C+,19631.26,31014.48,,T7356,"L7586,L3475"
Ne,1,878.37539,0.00004,43000,3.23e-01,B+,151038.4524,162419.9818,,T6976,L3451
V,2,878.891,0.003,150h,1.1e-01,D+,79853.67,91228.554,,T9770,L10089c179
Fe,1,879.05211,0.00023,427,3.20e-02,C,40231.336,51604.103,,T5720,L11631
Ne,1,879.25056,0.00010,260,1.44e-03,C+,151038.4524,162408.6535,,T6976,L9097
C,2,879.38,0.03,5H,2.03e-01,B+,188615.01,199983.13,,T9221,L1176
Cu,2,879.7094,0.0007,380,1.6e-02,D+,134742.863,146107.1288,,T9697,L869c171
F,1,879.936,0.003,700,4.06e-02,C+,117164.01,128525.35,,T7043,L7481
C,2,879.99,0.03,4H,1.90e-01,B+,188581.26,199941.27,,T2440,L1176
Be,1,880.1370,0.0020,17,9.59e-02,B,56882.5474,68241.30,,u28,L4743
Co,2,880.16851,0.00021,120,3.8e-01,C+,86346.705,97705.056,,T6999,L9429c118
Cs,3,880.2632,0.0016,660000,5.28e-01,,198476.917,209834.028,,T8611,L14869
Fe,1,880.46253,0.00023,355,1.67e-04,B,18378.186,29732.736,,T4187,L11631
Mg,1,880.6757,0.0010,50,1.27e-01,A,35051.264,46403.065,,c45,L6095
F,1,880.7582,0.0002,900,2.05e-01,C+,117164.01,128514.75,,T7043,L7481
Fe,2,880.89332,0.00006,140,9.e-04,E,98445.410,109794.406,,T6892c83,L18349c139
Co,2,881.0090,0.0024,160,1.23e-01,C+,86940.150,98287.640,,T6999,L9429c118
V,2,881.021,0.003,330h,8.e-02,D,79881.247,91228.554,,T9770,L10089c179
Mn,2,881.031,0.035,10*,6.e-03,D,102680.37,114026.99,,c88,L562
Cu,2,881.0397,0.0008,290,2.4e-02,D+,139395.786,150742.896,,T9697,L869c171
Fe,2,881.33709,0.00004,400,2.6e-01,D,98568.907,109912.188,,T6892c83,L18349c139
Sc,3,881.4293,0.0010,35,8.4e-01,D,148130.03,159472.24,,T2757,L1891
Fe,2,881.45184,0.00004,310bl(Fe I),3.0e-01,D+,98114.577,109456.381,,T6892c83,L18349c148
Co,2,881.7134,0.0006,890,3.7e-01,C+,86940.150,98278.565,,T6999,L9429c118
Xe,1,881.94106,0.00005,5000,3.00e-01,A+,67067.547,78403.061,,T3269,L7292c110
Mn,2,881.960,0.002,30,3.8e-01,C,74560.181,85895.477,,c88,L562
Br,1,881.9958,0.0021,15000,3.0e-01,C+,75890.33,87225.16,,"T6936n,T9382",L351
Fe,2,881.9999,0.0008,12,3.5e-03,D+,91208.892,102543.689,,T6892c83,L18349c148
O,1,882.043,0.010,325,2.93e-01,B,102662.026,113996.239,,T5713,L3760
Fe,1,882.42205,0.00023,23400,3.53e-03,C,17726.988,29056.324,,T5720,L11631
Mg,2,882.4323,0.0010,10,3.69e-02,B+,97455.12,108784.33,,c31,L7414
Co,2,882.4912,0.0003,580,2.6e-01,C+,85167.645,96496.103,,T6999,L9429c118
Br,1,882.5221,0.0021,25000,3.0e-01,C+,67183.58,78511.60,,"T6936n,T9382",L351
La,1,882.582,0.010,35,3.9e-02,C+,8052.162,19379.40,,T9460,L3475
Fe,2,882.77579,0.00004,600,2.4e-01,C,98294.909,109619.704,,T6892c83,L18349c139
Co,2,882.8811,0.0005,78,7.4e-02,C+,97496.428,108819.860,,T6999,L9429c118
Fe,2,882.8867,0.0007,34,2.6e-03,D+,79885.523,91208.892,,T6892c83,L18349c139
Al,1,882.8909,0.0010,8,6.72e-03,C,32949.807,44273.133,,"u36,LS",L4737
Sc,3,882.9785,0.0010,50,8.9e-01,D,148150.14,159472.24,,T2757,L1891
Ne,1,883.09067,0.00010,550,4.87e-03,C+,150315.8612,161636.6175,,T6976,L9097
F,1,883.1232,0.0002,1000,8.6e-02,C+,117391.95,128712.30,,T7043,L7481
Mn,2,883.150,0.035,1H*,4.3e-02,C,102705.67,114026.45,,c88,L562
Fe,2,883.39728,0.00004,500,3.1e-01,D,98445.410,109762.239,,T6892c83,L18349c139
Mg,2,883.5082,0.0010,11,7.36e-02,B+,97468.92,108784.33,,c31,L7414
Fe,2,883.77536,0.00019,40,1.26e-02,C+,90386.533,101698.519,,T6892c83,L18349c139
Fe,1,883.84284,0.00023,3720,3.83e-03,C,23051.750,34362.873,,T5720,L11631
Fe,2,883.90626,0.00007,100,1.9e-04,D,92899.306,104209.618,,T6892c83,L18349c139
Al,1,884.1277,0.0010,10,1.34e-02,C,32965.639,44273.133,,"u36,LS",L4737
F,1,884.4502,0.0002,1200,7.3e-02,C+,117308.56,128611.92,,T7043,L7481
Fe,2,884.70391,0.00004,700,3.3e-01,E,97507.414,108807.527,,T6892c83,L18349c139
F,1,884.906,0.003,700,3.05e-02,C+,117308.56,128606.09,,T7043,L7481
Co,2,885.1186,0.0005,400,2.3e-01,C+,85596.170,96890.966,,T6999,L9429c118
Ne,1,885.38669,0.00004,27000,1.64e-01,B+,150315.8612,161607.2609,,T6976,L3451
Fe,2,886.19653,0.00005,160,1.1e-01,D,98568.907,109849.987,,T6892c83,L18349c139
H,1,886.289,0.010,(3600),3.1558e-04,AAA,97492.304,108772.3445,,T8637,L7400c29
Co,2,886.4781,0.0024,250,2.5e-01,C+,85876.271,97153.739,,T6999,L9429c118
Ne,1,886.53057,0.00004,2100,8.31e-03,C+,148257.7898,159534.6196,,T6976,L3451
W,1,886.553,0.010,10,1.4e-03,D,18116.84,29393.40,,T4976,L153
Ne,1,886.57562,0.00004,15000,5.77e-02,B,150315.8612,161592.1200,,T6976,L3451
Sc,3,886.5891,0.0010,30,2.0e-01,D,136874.12,148150.14,,T2757,L1891
Eu,1,887.030,0.010,18,2.3e-02,C+,19631.26,30901.84,,T7356,"L7586,L3475"
Co,2,887.0758,0.0020,22,1.20e-01,C+,100596.386,111866.302,,T6999,L9429c118
W,1,887.162,0.010,8,8.3e-04,D,22852.80,34121.68,,T4976,L153
C,1,887.3390,0.0014,43000,2.05e-02,B,72610.73530,83877.305,,"T5520,T6070",L17684
C,2,887.345,0.007,21p(C I)*,4.32e-02,B,178495.29,189761.84,,T7476,"L21568,L22145"
C,2,887.345,0.007,21p(C I)*,4.63e-02,B,178495.54,189761.85,,T7476,"L21568,L22145"
C,2,887.345,0.007,21p(C I)*,3.1e-03,D+,178495.54,189761.84,,T7476,"L21568,L22145"
S,1,887.453,0.010,9*,8.67e-02,D+,67877.635,79142.81,,T7952,L7444
S,1,887.453,0.010,9*,1.45e-02,D,67877.635,79142.81,,T7952,L7444
S,1,887.453,0.010,9*,1.24e-03,E,67877.635,79142.81,,T7952,L7444
Fe,2,887.5739,0.0006,10,8.e-03,D+,91070.566,102334.140,,T6892c83,L18349c139
S,1,887.962,0.010,1,4.04e-02,D,67884.158,79142.81,,T7952,L7444
Sc,3,888.1585,0.0010,15,2.0e-01,D,136873.87,148130.03,,T2757,L1891
Be,1,888.218,0.002,2*,1.59e-03,B,62053.7385,73309.17,,u28,L483
Be,1,888.218,0.002,2*,1.06e-03,B,62053.742,73309.16,,u28,L483
Be,1,888.218,0.002,2*,3.52e-04,B,62053.7385,73309.16,,u28,L483
Be,1,888.218,0.002,2*,1.33e-03,B,62053.742,73309.15,,u28,L483
Be,1,888.218,0.002,2*,1.59e-05,B,62053.7385,73309.15,,u28,L483
Be,1,888.218,0.002,2*,2.39e-04,B,62053.742,73309.15,,u28,L483
Fe,2,888.6174,0.0005,12,9.e-03,D+,90780.623,102030.965,,T6892c83,L18349c139
Ti,3,888.771,0.010,0,2.3e-01,D,170659.72,181908.15,,T1216,L3593
Ba,2,889.7463,0.0010,2,4.93e-02,B,46154.847,57390.922,,"T3225,T7387",L9224
Br,1,889.7617,0.0021,30000,3.0e-01,C+,63436.45,74672.32,,"T6936n,T9382",L351
Fe,2,889.7802,0.0003,70,1.8e-04,D,62158.126,73393.771,,T6892c83,L18349c139
F,1,890.092,0.003,1000,4.64e-01,C+,116987.39,128219.13,,T7043,L7481
K,1,890.219,0.010,13bl*,2.052e-02,AA,21534.680,32764.80,,T9168,L6096
K,1,890.219,0.010,13bl*,1.369e-03,AA,21534.680,32764.80,,T9168,L6096
K,1,890.402,0.010,12,1.914e-02,AA,21536.988,32764.80,,T9168,L6096
Fe,2,890.4779,0.0006,9,5.3e-03,D+,91167.936,102394.764,,T6892c83,L18349c139
F,1,891.027,0.003,1400,1.98e-01,C+,117391.95,128611.92,,T7043,L7481
F,1,891.278,0.003,300,2.19e-01,C+,117308.56,128525.35,,T7043,L7481
Al,1,891.2900,0.0010,7,2.28e-03,C+,32949.807,44166.398,,"u36,LS",L4737
F,1,891.443,0.003,70,5.4e-03,C,117308.56,128523.28,,T7043,L7481
Cr,1,891.62404,0.00016,75,2.5e-03,D,31393.2968,42605.7080,,T4913,L14866
F,1,891.689,0.003,20,3.78e-03,C,117308.56,128520.22,,T7043,L7481
Ti,3,891.695,0.010,3,6.8e-01,D,171141.93,182353.45,,T1216,L3593
Ne,1,891.95007,0.00010,6400,5.64e-02,C+,150315.8612,161524.1739,,T6976,L9097
V,1,891.985,0.006,430000c,3.4e-03,C+,9824.626,21032.503,,T9627c97,L3475
K,1,892.331,0.010,5,5.23e-04,A,21026.551,32230.11,,T9168,L6096
Al,1,892.3555,0.0010,9,2.73e-03,C+,32965.639,44168.847,,"u36,LS",L4737
Mg,1,892.3569,0.0010,20,5.86e-03,B,43503.333,54706.536,,T5539,L6095
K,1,892.544,0.010,4,4.77e-04,B+,21026.551,32227.44,,T9168,L6096
Al,1,892.5504,0.0010,4,4.54e-04,C,32965.639,44166.398,,"u36,LS",L4737
Ar,2,892.6074,0.0008,3,6.e-03,C+,147228.0521,158428.1087,,T926,L14821
Fe,2,892.66574,0.00004,1100,2.25e-01,B+,79439.496,90638.823,,T6892c83,L18349c139
Kr,1,892.86933,0.00010,200,2.289e-01,A,79971.7417,91168.5150,,T7199,L11281
Fe,1,892.90771,0.00024,372,3.57e-02,C+,41018.051,52214.345,,T6110,L11631
Xe,1,893.0830,0.0010,200,2.2e-01,C,77185.041,88379.126,,"T5100n,T3269",L4739
Bi,3,893.20,0.06,97,5.8e-01,C,145227.9,156420.63,,T10236,"L3331,L21488"
Br,1,893.2397,0.0021,6000,3.1e-02,D,66883.87,78076.00,,"T6936n,T9382",L351
V,1,893.2945,0.0003,210000,2.5e-03,C+,9637.039,20828.481,,T9627c97,L15916
Fe,2,893.80581,0.00019,18,4.3e-03,D+,79885.523,91070.566,,T6892c83,L18349c139
Cr,1,893.91912,0.00016,32,9.9e-04,D,31355.1192,42538.7424,,T4913,L14866
Na,1,894.296,0.002,2*,3.71e-03,C',29172.837,[40351.761],,T817,L6096
Na,1,894.296,0.002,2*,2.47e-04,C',29172.837,[40351.761],,T817,L6096
Cs,1,894.347424,0.000004,,2.863e-01,AAA,0.0000,11178.26815870,,T6469,L12151c91
Cl,1,894.806,0.010,3000,1.2e-01,D,71958.363,83130.900,,"T1619CA,LS",L298
V,1,894.9226,0.0004,4900,1.7e-03,C,15078.387,26249.476,,T9399,L15916
Br,1,894.9389,0.0021,1800,3.3e-02,C,75890.33,87061.23,,"T6936n,T9382",L351
Xe,1,895.22509,0.00005,1000,8.1e-02,C+,68045.156,79212.465,,"T3269n,T6714",L7292c110
Xe,1,895.2780,0.0010,50,7.e-03,D,77185.041,88351.681,,"T8608n,T6672",L4739
Fe,2,895.31370,0.00010,13,1.61e-02,C+,91167.936,102334.140,,T6892c83,L18349c139
Cr,1,895.57452,0.00016,23,2.0e-03,D,31352.3828,42515.3342,,T4913,L14866
Fe,2,895.59438,0.00018,26,1.2e-03,D+,79885.523,91048.225,,T6892c83,L18349c139
Si,4,895.725,0.010,2w,4.26e-01,A+,265417.95,276579.03,,c33,L6098
Cu,2,895.9159,0.0009,1300,1.6e-03,C,110366.1542,121524.8509,,T7181,L869c171
Fr,1,896.359,0.005,,7.53e-04,,19739.98,30893.16,,T6898,L12264
F,1,896.366,0.003,40,3.6e-03,D+,116987.39,128140.48,,T7043,L7481
Br,1,896.4002,0.0021,9000,3.1e-01,C+,75908.53,87061.23,,"T6936n,T9382",L351
Co,2,896.6365,0.0010,5,2.3e-02,C+,86346.705,97496.428,,T6999,L9429c118
Kr,1,896.753,0.010,10,6.5e-04,D+,92294.4012,103442.690,,"T3774n,u41",L6099
V,1,897.1673,0.0003,86000,1.53e-03,C+,9544.635,20687.769,,T9399,L15916
Fe,1,897.54001,0.00024,790,5.59e-04,C,24118.819,35257.324,,T5720,L11631
Fr,1,897.715,0.005,,3.85e-04,,16229.87,27366.20,,T6898,L12264
Kr,1,897.799,0.010,50,7.3e-03,D+,92307.3786,103442.690,,"T3774n,u41",L6099
F,1,898.118,0.003,125,1.23e-02,C+,117391.95,128523.28,,T7043,L7481
Fe,2,898.23928,0.00012,11,8.e-03,D+,90901.130,102030.965,,T6892c83,L18349c139
F,1,898.365,0.003,35,1.30e-02,C,117391.95,128520.22,,T7043,L7481
Ne,1,898.85564,0.00010,1800,2.14e-02,C+,148257.7898,159379.9935,,T6976,L9097
Fe,2,898.8913,0.0009,2,4.2e-04,D,97507.414,108629.175,,T6892c83,L18349c139
Fe,2,899.0400,0.0005,18,6.e-04,D,50212.836,61332.753,,T6892c83,L18349c139
Co,2,899.4563,0.0018,5,2.0e-03,D,97705.056,108819.860,,T6999,L9429c118
Ag,2,899.5174,0.0018,550,1.10e-01,C,125404.8818,136518.895,,T9142,L17886c114
Kr,1,899.919,0.010,30,2.13e-02,C,92964.3943,104073.471,,"T3774n,T7008",L6099
Fe,1,899.95560,0.00024,14500,1.06e-02,D+,22838.323,33946.933,,T5720,L11631
Ag,2,900.1362,0.0018,2900,2.9e-01,C,120911.2048,132017.588,,T9142,L17886c114
Fr,1,900.572,0.005,,7.31e-04,,19739.98,30840.98,,T6898,L12264
Cu,2,900.5757,0.0008,4300,2.5e-02,D+,137078.190,148179.1541,,T9697,L869c171
F,1,900.619,0.003,500,2.85e-02,C,116987.39,128087.83,,T7043,L7481
Co,2,900.9382,0.0003,29,1.8e-01,C+,84586.868,95683.364,,T6999,L9429c118
Fe,2,901.0038,0.0002,6bl(Fe II)*,1.6e-04,D,99573.244,110668.928,,T6892c83,L18349c148
Fe,1,901.05940,0.00024,650,1.83e-04,C+,21038.987,32133.991,,T5720,L11631
Fe,1,901.20740,0.00024,1580,4.46e-02,C,40257.314,51350.492,,T5720,L11631
H,1,901.53,0.10,(4800),5.1558e-04,AAA,97492.304,108581.9945,,T8637,L7389
F,1,901.685,,300:,2.33e-02,C,105056.28,116143.58,,T7043,L20603
Ti,3,901.710,0.010,3,1.5e-01,D,160054.90,171141.93,,T1216,L3593
Si,4,901.816,0.010,1w,4.17e-01,A,265417.95,276503.67,,c33,L6098
V,1,902.2734,0.0004,22000,1.6e-03,C+,15264.832,26344.902,,T9399,L15916
Ti,3,902.405,0.010,0,3.4e-02,D,158536.63,169615.12,,T1216,L3593
F,1,902.549,0.003,350,1.43e-01,C+,116987.39,128064.10,,T7043,L7481
S,1,903.592,0.010,6,2.14e-02,D+,64892.582,75956.53,,T7952,L7444
Cu,2,903.6147,0.0008,600,9.e-03,D+,137082.175,148145.8203,,T9697,"L869c171,c169"
S,1,903.632,0.010,4,1.62e-02,D+,64888.964,75952.35,,T7952,L7444
S,1,903.673,0.010,2,9.08e-03,D,64888.964,75951.95,,T7952,L7444
V,1,903.7613,0.0003,25000,3.3e-03,C+,9544.635,20606.467,,T9627c97,L15916
S,1,903.872,0.010,3,1.21e-02,D+,64891.386,75951.95,,T7952,L7444
S,1,903.927,0.010,3,5.44e-03,D,64892.582,75952.35,,T7952,L7444
F,1,904.210,0.003,400,2.18e-01,C+,117164.01,128220.36,,T7043,L7481
Xe,1,904.54466,0.00005,400,1.24e-01,B+,67067.547,78119.798,,T3269,L7292c110
V,1,904.6692,0.0003,33000,1.9e-03,C+,9637.039,20687.769,,T9399,L15916
Fe,2,904.7827,0.0002,5,5.6e-03,D+,92216.391,103265.738,,T6892c83,L18349c139
Ag,2,905.2697,0.0018,1400i,4.1e-01,C,125126.4097,136169.811?,,T9142,L17886c114
Fe,2,905.3617,0.0004,2.7,1.2e-03,D+,93830.961,104873.232,,T6892c83,L18349c139
Fe,2,905.53297,0.00008,16,1.0e-02,D+,92225.549,103265.738,,T6892c83,L18349c139
Co,2,905.6962,0.0003,28,1.45e-01,C+,85167.645,96205.841,,T6999,L9429c118
Sn,2,905.8880,0.0004,2600*,6.8e-01,D+,89288.255,100324.111,,T9352,L3149
Sn,2,905.8880,0.0004,2600*,2.4e-02,D+,89288.255,100324.111,,T9352,L3149
C,1,906.14347,0.00005,9400000,7.3e-02,B,60352.6584,71385.40992,,"T6070n,T4828n,u24",L12175c183
Fe,2,906.20022,0.00006,23,2.5e-03,E,97507.414,108539.473,,T6892c83,L18349c139
C,1,906.24723,0.00005,7600000,9.5e-02,B,60333.4476,71364.93596,,"T6070n,T4828n,u24",L12175c183
Sn,2,906.3658,0.0005,2200,6.5e-01,D+,89294.055,100324.111,,T9352,L3149
Co,2,906.5684,0.0010,7,2.3e-02,C+,86940.150,97967.697,,T6999,L9429c118
Hg,1,906.72,0.04,1,1.7e-03,D,71431.180,82456.7,,T3462,L15167c86
Cu,2,906.7974,0.0008,180,3.9e-03,C,108014.8372,119039.6355,,T7181,L869c171
W,1,906.998,0.010,5,2.04e-04,D,18116.84,29139.12,,T4976,L153
Co,2,907.0296,0.0003,81,2.1e-01,C+,84014.181,95036.155,,T6999,L9429c118
Fe,2,907.04563,0.00005,400,1.70e-01,B+,80178.005,91199.776,,T6892c83,L18349c145
Cl,1,907.317,0.010,2000,1.9e-01,D,74225.846,85244.330,,"T1619CA,LS",L298
Ar,1,907.5394,0.0010,20,1.2e-02,D,107496.4166,118512.197,,T1218n,L2634
Fe,2,907.55383,0.00004,1100,1.91e-01,B+,79885.523,90901.130,,T6892c83,L18349c139
Co,2,907.6264,0.0005,6,2.2e-02,D,85876.271,96890.966,,T6999,L9429c118
Fe,2,907.73938,0.00004,400,2.37e-01,B+,79885.523,90898.878,,T6892c83,L18349c139
C,1,907.82819,0.00006,5600000,7.1e-02,B,60352.6584,71364.93596,,"T6070n,T4828n,u24",L12175c183
Fe,2,907.91475,0.00005,26,2.8e-02,D,97507.414,108518.643,,T6892c83,L18349c139
Ti,3,908.140,0.010,2,1.1e-01,D,158903.55,169912.11,,T1216,L3593
W,1,908.233,0.010,3,2.0e-04,D,14976.18,25983.60,,T4976,L153
V,1,908.5236,0.0004,28000,1.15e-03,C+,9824.626,20828.481,,T9399,L15916
Fe,2,908.61574,0.00004,40,3.2e-02,D+,98568.907,109571.639,,T6892c83,L18349c139
Cu,2,908.6933,0.0009,1200,1.7e-02,D+,139741.097,150742.896,,T9697,L869c171
Fe,1,908.83180,0.00025,3550,2.17e-03,D,22946.816,33946.933,,T5720,L11631
C,1,908.85097,0.00005,8200000,3.0e-01,B,60352.6584,71352.54344,,"T6070n,T4828n,u24",L12175c183
Fe,1,908.94038,0.00025,1740,1.55e-03,D+,23783.619,34782.421,,T5720,L11631
C,1,909.48303,0.00005,19000000,2.28e-01,B,60393.1693,71385.40992,,"T6070n,T4828n,u24",L12175c183
Fe,2,909.51242,0.00004,1000,1.82e-01,B+,77861.650,88853.535,,T6892c83,L18349c139
F,1,910.233,0.003,500,2.46e-02,C+,117622.92,128606.09,,T7043,L7481
Cu,2,910.7895,0.0009,230,9.1e-04,C,108014.8372,118991.330,,T7181,L869c171
Fe,2,910.9185,0.0002,24,2.2e-04,D,58631.623,69606.567,,T6892c83,L18349c145
Kr,1,911.169,0.010,20,1.60e-03,D+,92294.4012,103266.339,,"T3774n,T3384,u41",L6099
C,1,911.18016,0.00005,10000000,1.35e-01,B,60393.1693,71364.93596,,"T6070n,T4828n,u24",L12175c183
Fe,2,911.20294,0.00004,240,1.6e-04,D,83713.583,94685.083,,T6892c83,L18349c139
V,1,911.3745,0.0004,5100,4.4e-04,C,9637.039,20606.467,,T9627c97,L15916
Fe,2,911.44820,0.00005,60,4.1e-02,C+,91575.149,102543.689,,T6892c83,L18349c139
Mn,2,911.667,0.035,1H,7.e-03,D,102680.37,113647.79,,c88,L562
Fe,1,911.88810,0.00025,810,1.23e-03,D+,22838.323,33801.572,,T5720,L11631
Cl,1,912.115,0.010,7500,1.7e-01,D,71958.363,82918.893,,"T1619CA,LS",L298
Kr,1,912.249,0.010,20,1.60e-03,D+,92307.3786,103266.339,,"T3774n,T3384,u41",L6099
Fe,2,912.2525,0.0003,4,1.4e-03,D+,91843.485,102802.353,,T6892c83,L18349c139
Fe,2,912.29356,0.00004,800,2.28e-01,B+,79439.496,90397.873,,T6892c83,L18349c139
