element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(10^8 s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type,tp_ref,line_ref
Co,2,541.4854,0.0004,33bl(Co II),6.e-02,D,11.36530142,13.6543706,7,9,,T6999,L9429c118
Fe,1,541.51989,0.00009,22400,7.67e-01,B+,4.38646275,6.67538611,11,13,,T5720,L11631
V,1,541.5251,0.0003,580000,2.5e-01,D+,2.37369583,4.6625950,12,14,,T284n,L15916
La,1,541.568,0.010,26,8.4e-02,C+,0.9287062,3.217430,4,4,,T9460,L3475
Be,2,541.570,0.030,bl*,2.84e-02,A,14.724427,[17.012960],2,2,,T5118LS,L12158
Be,2,541.570,0.030,bl*,5.68e-02,A,14.724527,[17.012960],4,2,,T5118LS,L12158
Sc,1,541.6161,0.0014,4,4.4e-02,B,1.9864474,4.2749739,4,6,,T5448,L4189c12
Sc,1,541.6414,0.0014,3,2.0e-02,B,1.9865643,4.2749739,6,6,,T5448,L4189c12
Co,2,541.6570,0.0008,64,6.e-02,D,11.47101544,13.7593599,7,7,,T6999,L9429c118
Fe,1,541.70328,0.00023,170,1.0e-02,E,4.41527878,6.70342551,7,5,,T2578n,L11631
Mo,1,541.7371,0.0010,40,2.51e-02,B+,2.7579510,5.0459563,3,3,,T5293,"L10250,L3475"
Fe,2,541.7639,0.0004,70,3.0e-02,D+,10.5310027,12.8188939,4,4,,T6892c83,L18349c139
In,2,541.8513,0.0015,140,3.2e-02,D+,15.737671,18.025193,1,3,,T9131,L3548c126
Ne,1,541.85584,0.00004,1500,3.78e-03,C,18.72638145,21.01388581,3,3,,T6976,L3451
Ti,2,541.87676,0.00006,68,3.77e-03,C+,1.58182260,3.86923825,6,6,,T7385,u37
Xe,2,541.915,0.010,2000,6.2e-01,,11.786481,14.073739,4,6,,T8043,L6925
Ne,1,542.0155,0.0020,500,4.33e-03,C,18.72638145,21.01321219,3,1,,T6976,L3469
Mn,1,542.036,0.010,85,1.31e-02,C+,2.142695,4.429441,8,6,,T4649,L3475
Ce,1,542.038,0.010,110,2.15e-01,B+,0.5885067,2.8752412,13,13,,T8748,L3475
Cr,2,542.09247,0.00005,13,5.0e-03,D,3.75763463,6.04414014,4,2,,T4502,L18847
Ba,2,542.105,0.010,,2.8e-03,C+,5.7224717,8.008924,6,6,,"T3225,T7387",L6094
Ar,1,542.1352,0.0010,5,6.0e-03,D,13.07571571,15.3620414,7,5,,T1164n,L2634
Tm,1,542.1661,0.0005,8,1.5e-03,C,2.3355381,4.6217314,10,12,,T6708,L2006
Ti,1,542.2380,0.0004,6,1.22e-01,C+,3.5586909,5.8445823,7,9,,T6897,L10989
Cu,2,542.2392,0.0003,270,7.2e-02,D+,16.89532667,19.1812124,9,11,,T9697,L869c171
Cl,2,542.323,0.010,99000,1.8e-01,D,13.675065,15.960588,9,7,,T1277LS,L1617
Cl,2,542.351,0.010,10000,3.7e-02,D,13.675174,15.960588,7,7,,T1277LS,L1617
O,2,542.3639,0.0010,1,2.81e-04,C,26.5536859,28.8390335,2,2,,T6172,L10621
Fr,1,542.3708,0.0002,,6.99e-04,,1.72635573,4.0116878,4,2,,T6898,L12264
Co,2,542.38274,0.00020,43,1.2e-02,D,11.36530142,13.65058400,7,9,,T6999,L9429c118
W,1,542.393,0.010,40,2.9e-03,B,2.458319,4.743561,7,9,,T6977,L153
Ag,2,542.40511,0.00015,2200,7.4e-01,C,15.71703894,18.0022266,5,5,,T9142,L11881c113
Y,1,542.43619,0.00010,90,3.49e-01,B+,1.91884554,4.20390258,6,4,,T4373,"L7610,L3475"
Rh,1,542.472,0.010,19,5.e-03,E,1.483871,3.768781,4,4,,T5181,L3475
Hg,2,542.5253,0.0003,8000000,1.4e+00,,13.0163742,15.3010574,4,6,,T7226,L11760
Fe,2,542.5269,0.0015,70,9.e-05,E,3.19945278,5.48413599,10,10,,T6892c83,"L7357,L15071"
Sc,1,542.5550,0.0014,4,4.5e-02,B,2.0012291,4.2857841,6,8,,T5448,L4189c12
P,2,542.591,0.010,400,6.9e-01,D,10.802074,13.086491,5,5,,"T1619CA,LS",L3986
Ti,1,542.6248,0.0004,200,3.68e-04,A,0.02109378,2.3053556,7,7,,T7574,L10989
Tm,1,542.6505,0.0005,26,3.4e-03,C+,2.3375761,4.6217314,12,12,,T6708,L2006
Co,2,542.6572,0.0005,110,3.2e-02,D,11.47101544,13.7551436,7,9,,T6999,L9429c118
Fe,3,542.6640,0.0020,48,1.0e-01,D+,24.851182,27.135276,5,5,,u44,L1171
Mo,1,542.6876,0.0010,23,2.21e-03,B+,2.0764526,4.3604507,9,9,,T5293,"L10250,L3475"
Eu,1,542.6943,0.0010,90,2.26e-01,B+,1.944107,4.228082,10,8,,T7356,"L7586,L3475"
Fe,2,542.7818,0.0002,240bl(Fe II)*,5.9e-03,D+,6.72393597,9.0075386,12,10,,T6892c83,L18349c148
S,2,542.8667,0.0010,23,3.77e-01,C+,13.583794,15.867044,2,4,,T3186c85,L5883
Ba,2,542.879,0.010,,1.9e-03,C,5.9833059,8.2664792,6,4,,"T3225,T7387",L6094
Sc,1,542.9421,0.0014,4,9.0e-02,B+,1.9849552,4.2678869,2,4,,T5448,L4189c12
Fe,1,542.95041,0.00009,830,7.27e-02,C+,4.19086081,6.47375371,5,3,,T6110,L11631
Fe,1,542.96964,0.00009,145000,4.27e-03,A,0.95815732,3.24096914,7,7,,T3548,L11631
La,1,542.986,0.010,40,1.24e-01,B,0.8965802,3.179327,2,4,,T9460,L3475
Fe,2,542.99873,0.00003,4000,6.0e-01,B+,10.5960500,12.8787396,8,10,,T6892c83,L18349c139
Fr,1,543.0372,0.0002,,6.66e-03,,1.72635573,4.0088836,4,6,,T6898,L12264
Fr,1,543.0806,0.0002,,3.73e-04,,1.72635573,4.0087010,4,4,,T6898,L12264
Ac,1,543.0960,0.0013,500cs,1.84e-01,B,1.4974895,3.779777,10,10,,T10463,L7344
Nd,2,543.1526,0.0010,160,5.4e-02,B,1.1211594,3.4032063,16,14,,T7685,"L3260,L3475"
Mn,1,543.255,0.010,35,6.04e-05,C+,0.000000,2.281614,6,6,,T4649,L3475
S,2,543.2815,0.0010,25,6.04e-01,C+,13.617382,15.898891,4,6,,T3186c85,L5883
Fe,1,543.29475,0.00009,830,4.3e-02,D,4.44562726,6.72707289,5,5,,T2578n,L11631
Sc,1,543.2977,0.0014,4,5.4e-02,B,1.9864474,4.2678869,4,4,,T5448,L4189c12
Sc,1,543.3246,0.0014,4,9.7e-02,B+,1.9865643,4.2678869,6,4,,T5448,L4189c12
Ne,1,543.36513,0.00004,2500,2.83e-03,B+,18.38162323,20.66277398,3,3,,T2318,L3451
Mg,2,543.4039,0.0010,4*,2.45e-03,B,11.629672,13.910676,6,4,,c31,L7414
Mg,2,543.4039,0.0010,4*,2.33e-03,B,11.629687,13.910661,8,6,,c31,L7414
Fe,1,543.45235,0.00009,107000,1.70e-02,A,1.01105568,3.29183986,3,1,,T3548,L11631
W,1,543.5032,0.0010,100,9.0e-04,C,0.207090,2.487656,3,3,,T4976,L153
O,1,543.518,0.010,90,7.74e-03,C+,10.7402250,13.0207346,3,5,,T5713LS,L3760
Ta,1,543.5267,0.0010,65,1.07e-02,C+,1.357654,3.638125,4,6,,T4976,"L7593,L3475"
In,2,543.538,0.003,440,3.9e-02,D+,15.7453596,18.025777,3,5,,T9131,L3548c128
W,1,543.559,0.010,30,1.2e-03,C,2.120999,4.401334,9,7,,T4976,L153
Tm,1,543.5645,0.0005,53,6.2e-03,B,2.4135586,4.693871,14,16,,T6708,L2006
Mo,1,543.5672,0.0010,55,1.96e-02,B+,2.4958407,4.7761431,3,5,,T5293,"L10250,L3475"
O,1,543.578,0.010,110,1.29e-02,C+,10.7404756,13.0207346,5,5,,T5713LS,L3760
Ti,1,543.5839,0.0007,6q,1.05e-01,C+,3.5507637,5.8310054,5,7,,T6897,L10989
Ni,1,543.587,0.010,8,1.9e-03,D+,1.9858928,4.2661171,1,3,,T4812,L3475
Fe,1,543.62954,0.00024,269,7.7e-03,E,4.38646275,6.66650376,11,9,,T2578n,L11631
Fe,1,543.65958,0.00009,141,3.50e-04,C,2.27860466,4.55852281,5,7,,T5720,L11631
Ti,1,543.6717,0.0004,43,1.0e-03,C,0.8995494,3.1794137,5,7,,"T3430,T3297",L10989
In,2,543.6792,0.0015,160,2.2e-02,D+,15.7453596,18.025193,3,3,,T9131,L3548c126
O,1,543.686,0.010,135,1.80e-02,C+,10.7409314,13.0207346,7,5,,T5713LS,L3760
La,1,543.754,0.010,21,9.1e-02,C+,0.8965802,3.176097,2,2,,T9460,L3475
Co,2,543.7696,0.0006,66,5.3e-02,C+,11.35986063,13.6393135,13,13,,T6999,L9429c118
Mo,1,543.7739,0.0010,65,6.5e-03,B+,2.0810155,4.3604507,11,9,,T5293,"L10250,L3475"
Sc,1,543.8279,0.0014,4,3.4e-02,B,1.9957592,4.2749739,4,6,,T5448,L4189c12
W,1,543.8852,0.0010,8,3.3e-04,E,2.194667,4.473635,7,9,,T4976,L153
Xe,2,543.896,0.010,400,7.4e-01,,12.745460,15.024380,4,2,,T8043,L6925
Sc,1,543.9042,0.0014,4,1.74e-01,B+,1.9849552,4.2638480,2,2,,T5448,L4189c12
Tm,1,544.0751,0.0005,16,1.38e-03,C+,2.3545103,4.632686,12,14,,T6708,L2006
Fe,2,544.1056,0.0005,40,1.4e-02,D+,10.6000744,12.8781204,6,4,,T6892c83,L18349c139
Fe,1,544.13383,0.00024,170,5.0e-03,E,4.31247059,6.59039805,11,9,,T2578n,L11631
Fe,2,544.2258,0.0003,80bl(Ar),1.7e-01,D+,10.5446893,12.8222325,4,2,,T6892c83,L18349c148
Fe,2,544.23593,0.00005,500,2.7e-01,C+,10.5446893,12.8221898,4,4,,T6892c83,L18349c139
Cr,1,544.24069,0.00009,21,3.9e-02,D,3.42162179,5.6991023,7,5,,T4288,L14866
Sc,1,544.2617,0.0014,4,2.15e-01,B+,1.9864474,4.2638480,4,2,,T5448,L4189c12
Cl,2,544.337,0.010,19000,1.5e-01,D,13.675174,15.952250,7,5,,T1277LS,L1617
Fe,2,544.34443,0.00013,170,4.8e-02,C+,10.4801123,12.7571589,10,12,,T6892c83,L18349c139
Cl,2,544.421,0.010,10000,9.5e-02,D,13.675527,15.952250,5,5,,T1277LS,L1617
Fe,2,544.43870,0.00003,800,2.53e-01,B+,10.6000744,12.8767266,6,6,,T6892c83,L18349c139
S,1,544.441,0.010,1,2.70e-03,D,7.8676829,10.144288,5,5,,T7952,L7427
Fe,2,544.5298,0.0002,100,3.3e-02,D+,10.4801123,12.7563835,10,8,,T6892c83,L18349c139
Fr,1,544.5352,0.0002,,8.73e-04,,1.72635573,4.0026042,4,2,,T6898,L12264
Fe,2,544.58007,0.00004,600,2.91e-01,B+,10.5446893,12.8207506,4,6,,T6892c83,L18349c139
Sc,1,544.6195,0.0014,6,2.8e-01,B+,2.0098848,4.2857841,8,8,,T5448,L4189c12
Ac,2,544.6379,0.0009,8700,2.78e-01,C+,1.8534612,4.1292857,7,5,,T10463,L7344
Ti,1,544.6619,0.0004,94*,2.5e-04,C,0.02109378,2.2968146,7,5,,T3499n,L10989
Fe,1,544.68743,0.00009,3890,2.50e-04,B+,1.60789577,3.88350907,5,7,,T5720,L11631
Fe,1,544.69164,0.00009,182000,5.48e-03,B+,0.99011115,3.26570610,5,5,,T5720,L11631
Sc,1,544.7397,0.0014,4,1.14e-02,C+,1.8505957,4.1259920,6,8,,T5448,L4189c12
Ne,1,544.85091,0.00004,1500,4.65e-03,B+,18.38162323,20.65655315,3,1,,T2734,L3451
Ti,1,544.8787,0.0004,3,1.27e-01,C+,3.5454909,5.8203032,3,5,,T6897,L10989
Ce,1,544.924,0.010,140,3.42e-01,B+,0.7193697,2.9939945,15,15,,T8748,L3475
S,1,544.982,0.010,1,3.77e-03,D,7.8699033,10.144288,7,5,,T7952,L7427
Fe,2,545.00949,0.00006,340,2.26e-01,B+,10.6229357,12.8972034,6,8,,T6892c83,L18349c139
Mo,1,545.0502,0.0010,40,1.95e-02,B+,2.6803685,4.9544667,7,7,,T5293,"L10250,L3475"
P,2,545.074,0.010,400,3.3e-01,D,13.086491,15.360503,5,5,,"T1619CA,LS",L3986
Sr,1,545.0836,0.0002,1000,1.47e-01,B+,2.2588413,4.5327993,5,7,,T5178,L7362
Mg,2,545.1259,0.0010,1,1.03e-02,B,12.082895,14.356681,2,4,,c31,L7414
Fe,2,545.13167,0.00013,140,8.4e-02,C+,10.4996322,12.7733903,8,6,,T6892c83,L18349c148
Sc,1,545.1369,0.0014,5,1.50e-01,B+,2.0012291,4.2749739,6,6,,T5448,L4189c12
Si,3,545.146,0.010,6,4.60e-01,B+,28.085821,30.359521,3,5,,"T6298c4,LS",L4833
Eu,1,545.151,0.010,380,3.33e-01,B+,1.708339,3.982013,14,14,,T7356,"L7586,L3475"
Ar,1,545.1652,0.0010,10,4.7e-03,D+,12.90701530,15.18063359,3,5,,T1218n,L2634
Eu,1,545.294,0.010,260,3.10e-01,B+,1.617857,3.890948,8,10,,T7356,"L7586,L3475"
Ti,1,545.3639,0.0004,77,6.1e-03,D,1.44315262,3.7159411,7,9,,T4401n,L10989
Fr,1,545.3642,0.0002,,2.77e-03,,1.72635573,3.9991444,4,6,,T6898,L12264
S,2,545.3828,0.0010,27,7.75e-01,C+,13.671564,15.944264,6,8,,T3186c85,L5883
Fr,1,545.4185,0.0002,,4.55e-04,,1.72635573,3.9989180,4,4,,T6898,L12264
La,1,545.515,0.010,500,4.07e-01,B+,0.1305757,2.402739,6,6,,T9460,L3475
Sc,1,545.5236,0.0014,4,6.6e-02,B+,1.9957592,4.2678869,4,4,,T5448,L4189c12
Fe,1,545.56092,0.00009,115000,6.05e-03,B+,1.01105568,3.28302483,3,3,,T5720,L11631
Fe,2,545.59302,0.00009,260,6.9e-02,C+,10.4801123,12.7519476,10,10,,T6892c83,L18349c139
Fr,1,545.6375,0.0002,,4.56e-03,,1.51724535,3.7888956,2,2,,T6898,L12264
Xe,1,545.6450,0.0010,2,4.40e-04,B,9.5801530,11.851770,3,3,,T5818,L4739
Mo,1,545.6466,0.0010,35,1.79e-02,B,2.7579510,5.0295637,3,5,,T5293,"L10250,L3475"
Cl,2,545.702,0.010,5600,1.1e-01,D,13.675844,15.947218,3,3,,T1277LS,L1617
Fe,2,545.77218,0.00003,800,2.71e-01,B+,10.6290223,12.9001119,4,6,,T6892c83,L18349c139
P,1,545.8305,0.0010,140,3.8e-02,E,7.1757806,9.4466287,2,4,,"T1619CA,LS",L5148
Mg,2,546.0019,0.0010,1,1.11e-02,B+,12.082895,14.353029,2,2,,c31,L7414
Xe,1,546.0037,0.0002,15,2.50e-03,B+,9.5801530,11.8502809,3,5,,T5818,L7292
Ti,1,546.0498,0.0004,310,4.50e-04,A,0.04796626,2.3179012,9,9,,T7574,L10989
Mo,1,546.0504,0.0010,26,3.5e-01,B,3.8806900,6.1506219,5,3,,T5293,"L10250,L3475"
Fe,2,546.0504,0.0005,50,1.9e-02,D+,10.6229357,12.8928690,6,6,,T6892c83,L18349c139
Hg,1,546.07500,0.00010,6000,4.9e-01,B,5.4606248,7.7304551,5,3,,T5292,L7247
O,2,546.1040,0.0010,2,6.53e-04,C,26.5610940,28.8307832,4,4,,T6172,L10621
Co,2,546.1124,0.0004,46,6.e-02,D,11.61464406,13.8843178,5,7,,T6999,L9429c118
Fe,1,546.15495,0.00024,123,4.2e-03,E,4.44562726,6.71512541,5,7,,T2578n,L11631
W,1,546.293,0.010,1,3.e-05,E,1.868433,4.137358,11,11,,T4976,L153
Fe,1,546.32759,0.00009,5000,2.9e-01,D+,4.43461275,6.70339390,9,9,,T2491n,L11631
Cs,3,546.3999,0.0003,27000,1.48e-02,,18.6092718,20.8777512,6,4,,T8611,L14869
Mg,2,546.4136,0.0010,2,2.22e-02,B+,12.084606,14.353029,4,2,,c31,L7414
Fe,1,546.42792,0.00009,417,1.77e-02,D+,4.14264893,6.41101300,7,5,,T5720,L11631
Sc,1,546.4952,0.0014,2,3.2e-02,C+,1.9957592,4.2638480,4,2,,T5448,L4189c12
Ag,1,546.5497,0.0010,1000,8.6e-01,D,3.77812896,6.04599260,4,6,,T4515,L11755
Mo,1,546.5562,0.0010,23,3.34e-03,B+,2.6227474,4.8905793,9,11,,T5293,"L10250,L3475"
Fe,2,546.59322,0.00003,5000,6.2e-01,B+,10.6229357,12.8906141,6,8,,T6892c83,L18349c139
Y,1,546.62417,0.00010,190,1.05e-01,C,1.85343904,4.12098815,4,4,,T4373,"L7610,L3475"
Si,2,546.643,0.010,500w,2.16e-01,C,12.525262,14.792721,4,6,,"T6527c4,LS",L3541
Y,1,546.6467,0.0010,710,6.4e-01,B+,1.42979768,3.6972552,10,12,,T4373,"L7610,L3475"
Si,2,546.687,0.010,500w,1.54e-02,D+,12.525423,14.792721,6,6,,"T6527c4,LS",L3541
Fe,2,546.6912,0.0004,170,7.5e-03,D+,6.8070159,9.0742936,4,4,,T6892c83,L18349c139
La,1,546.692,0.010,13,3.81e-02,B,0.9983409,3.265611,8,6,,T9460,L3475
Fe,1,546.69874,0.00009,437,1.45e-03,D+,3.57321890,5.84045966,11,9,,T5720,L11631
V,1,546.7794,0.0007,25000,1.19e-02,B,2.36538442,4.63229155,8,10,,T9399,L15916
Ce,2,546.837,0.010,140,1.34e-01,B,1.4022578,3.6689247,16,14,,T8629,L3475
Sc,1,546.8401,0.0014,4,9.7e-02,B+,2.0012291,4.2678869,6,4,,T5448,L4189c12
Y,1,546.8470,0.0010,100,3.78e-01,B+,1.90027370,4.16689962,6,6,,T4373,"L7610,L3475"
Y,1,546.9104,0.0010,1,3.6e-03,D+,1.90053704,4.16689962,4,6,,T4373,L7610
Fe,1,547.00936,0.00024,123,1.2e-02,E,4.44562726,6.71158094,5,3,,T2578n,L11631
K,2,547.013,0.003,6,2.07e-01,,20.448453,22.714413,5,3,,T8304,L3490
Ti,1,547.1197,0.0004,85,1.3e-02,D,1.44315262,3.7086508,7,7,,T4401n,L10989
Ag,1,547.1555,0.0010,50,1.4e-01,D,3.77812896,6.04348192,4,4,,T4515,L11755
Co,2,547.1691,0.0004,39,6.e-02,D,11.3977420,13.6630326,5,3,,T6999,L9429c118
Ac,2,547.1709,0.0009,190,1.36e-02,D+,2.5848471,4.850135,9,9,,T10463,L7344
Sc,1,547.2194,0.0014,4,9.7e-02,B+,2.0098848,4.2749739,8,6,,T5448,L4189c12
Eu,1,547.2324,0.0010,90,1.02e-01,B+,1.668481,3.933514,12,12,,T7356,"L7586,L3475"
Fr,1,547.2457,0.0002,,1.06e-03,,1.72635573,3.9913304,4,2,,T6898,L12264
Xe,2,547.261,0.010,500,9.9e-02,,11.832763,14.097673,8,8,,T8043,L6925
Fe,1,547.27087,0.00009,275,2.37e-02,B,4.20888328,6.47375371,5,3,,T6110,L11631
Fe,2,547.28544,0.00007,300,7.1e-02,C+,10.4996322,12.7644423,8,6,,T6892c83,L18349c139
Si,3,547.305,0.010,7,6.07e-01,B+,28.122131,30.386863,5,7,,"T6298c4,LS",L4833
Tm,1,547.3079,0.0005,58,1.2e-02,C,2.8900691,5.1547851,12,10,,T6708,L2006
Fe,1,547.3164,0.0004,115,3.5e-03,E,4.19086081,6.45554341,5,5,,T2578n,L11631
Y,2,547.3384,0.0010,90,4.3e-02,B,1.7380436,4.0026340,3,5,,T4373,"L10987,L3475"
Fe,2,547.35808,0.00009,230,1.6e-01,D+,10.5600846,12.8245941,2,2,,T6892c83,L18349c139
S,2,547.3620,0.0010,23,6.61e-01,C+,13.583794,15.848290,2,2,,T3186c85,L5883
Fe,1,547.39001,0.00009,1910,5.2e-02,D,4.15435379,6.41873101,7,7,,T2491n,L11631
Ti,1,547.4223,0.0004,170,1.2e-02,D,1.46013860,3.7243824,9,11,,T4401n,L10989
Co,2,547.4414,0.0005,61,5.2e-02,C+,11.62212849,13.8862946,9,11,,T6999,L9429c118
V,1,547.44724,,:,5.8e-03,C+,2.35861724,4.62275791,10,10,,T9399,L18972
S,2,547.5011,0.0010,11,7.35e-02,C,16.197433,18.461360,4,4,,T3186c85,L5883
Fe,2,547.51828,0.00011,150,3.0e-02,D+,10.6290223,12.8928690,4,6,,T6892c83,L18349c139
Fe,2,547.58260,0.00004,800,2.31e-01,B+,10.4996322,12.7632131,8,8,,T6892c83,L18349c139
Mo,1,547.5891,0.0010,35,8.1e-03,B+,2.6462200,4.9097743,11,13,,T5293,"L10250,L3475"
Fe,1,547.62882,0.00009,1910,2.87e-02,B,4.14264893,6.40603863,7,9,,T5720,L11631
Fe,1,547.65639,0.00009,5000,8.70e-02,B,4.10337372,6.36664959,9,9,,T5720,L11631
Ni,1,547.691,0.010,180,9.5e-02,C+,1.8261434,4.0892791,1,3,,T4812,L3475
P,1,547.7672,0.0010,180,5.7e-02,E,7.2127021,9.4755201,4,6,,"T1619CA,LS",L5148
W,1,547.7776,0.0010,80,2.6e-03,C,1.181329,3.444095,1,3,,T4976,L153
S,2,547.8194,0.0010,10,1.89e-01,E,17.790362,20.052955,2,4,,"u20,LS",L5883
Fe,2,547.8318,0.0002,100,1.4e-02,D+,10.5960500,12.8586008,8,8,,T6892c83,L18349c139
Fe,1,547.84552,0.00024,245,6.8e-03,E,4.19086081,6.45335558,5,5,,T2578n,L11631
Pt,1,547.8480,0.0003,1500,6.e-01,D,4.77787291,7.0403577,11,9,,T686,L6581
Fe,3,547.852,0.003,40bl(C II),2.7e-02,D+,23.310704,25.573170,9,9,,u44,L1171
C,2,547.8590,0.0010,11,4.4e-02,C,24.373054,26.635493,8,8,,T10528,L1176
Ag,2,547.86597,0.00021,1500,5.4e-01,C,15.71703894,17.9794495,5,3,,T9142,L11881c113
S,2,547.9310,0.0010,6,4.64e-03,D+,16.197433,18.459582,4,6,,T3186c85,L5883
Fe,2,547.93988,0.00005,500,2.5e-01,C+,10.5600846,12.8221898,2,4,,T6892c83,L18349c139
Ca,3,548.0010,0.0016,49,6.0e-01,B,42.540248,44.802100,1,3,,u33,L1405
Ba,2,548.030,0.010,,1.8e-03,C,6.0111671,8.2729189,8,6,,"T3225,T7387",L6094
Y,2,548.0730,0.0010,90,7.6e-02,B,1.7213196,3.9828751,1,3,,T4373,"L10987,L3475"
Fe,1,548.08604,0.00009,620,1.3e-01,D,4.21758325,6.47908516,3,1,,T2578n,L11631
Sr,1,548.0865,0.0002,2700,7.9e-01,A',2.2712989,4.5327993,7,7,,T5178,L7362
Fe,2,548.09568,0.00009,250,1.81e-01,C+,10.5226519,12.7841142,6,4,,T6892c83,L18349c139
Fe,1,548.12427,0.00009,447,1.41e-02,C+,4.10337372,6.36471779,9,9,,T5720,L11631
Fe,2,548.12714,0.00005,400,1.17e-01,C+,10.5960500,12.8573818,8,10,,T6892c83,L18349c139
Ti,3,548.131,0.010,8bl,1.3e-01,D,16.209672,18.471007,3,3,,T1216,L3593
Fe,1,548.14383,0.00009,355,2.8e-02,E,4.19086081,6.45212430,5,3,,T2578n,L11631
Fe,2,548.1841,0.0002,80,8.e-04,D,11.1958510,13.4569502,8,8,,T6892c83,L18349c148
Sc,1,548.2012,0.0014,6,5.2e-01,B,1.8649582,4.1259920,8,8,,T5448,L4189c12
La,2,548.227,0.010,65,1.85e-03,C+,0.000000,2.260921,5,7,,T7455,L3475
Fe,2,548.23051,0.00003,3200,4.8e-01,B+,10.5615658,12.8224715,10,12,,T6892c83,L18349c139
Fr,1,548.2954,0.0002,,3.45e-03,,1.72635573,3.9869938,4,6,,T6898,L12264
Fe,1,548.30985,0.00009,437,1.74e-02,C+,4.15435379,6.41493251,7,5,,T5720,L11631
Co,1,548.334,0.010,45,9.0e-03,C,1.710426,3.970904,6,8,,T4223,L3475
C,2,548.3350,0.0020,5,1.1e-02,C,24.370757,26.631221,4,6,,T10528,L1176
Fe,3,548.349,0.003,24bl(Fe II),2.6e-02,D,23.149328,25.409739,3,5,,u44,L1171
Li,2,548.355,0.010,600c,2.2726e-01,AAA,59.020815,61.281244,3,1,,T8636c73,L7397
P,2,548.355,0.010,200,1.5e-01,D,13.046121,15.306526,1,3,,"T1619CA,LS",L3986
Fr,1,548.3645,0.0002,,5.80e-04,,1.72635573,3.9867093,4,4,,T6898,L12264
Sc,1,548.4628,0.0014,6,5.2e-01,B,1.8505957,4.1105447,6,6,,T5448,L4189c12
Li,2,548.565,0.010,600c,2.2720e-01,AAA,59.020815,61.280575,3,3,,T8636c73,L7397
Nd,2,548.5699,0.0010,170,9.4e-02,C+,1.2639947,3.5235032,18,18,,T7685,"L3260,L3475"
C,2,548.5900,0.0020,7,3.32e-02,C+,24.371800,26.631221,6,6,,T2440,L1176
Sr,1,548.6136,0.0002,1000,1.53e-01,B+,2.2514340,4.5107616,3,5,,T5178,L7362
Fe,1,548.71448,0.00024,245,9.9e-03,E,4.41527878,6.67419029,7,7,,T2578n,L11631
V,1,548.7225,0.0003,120000,3.1e-02,C,1.8038233,4.06270318,6,4,,T9399,L15916
Fe,2,548.73945,0.00012,190bl(Fe I),4.4e-02,D+,10.5600846,12.8188939,2,4,,T6892c83,L18349c148
Fe,2,548.76181,0.00005,3000,4.3e-01,B+,10.5960500,12.8547671,8,10,,T6892c83,L18349c139
V,1,548.7913,0.0002,350000,1.96e-01,B,2.37369583,4.63229155,12,10,,T9399,L15916
K,2,548.806,0.003,2,2.63e-01,,24.148675,26.407221,1,3,,T8304,L3490
Fe,2,548.80827,0.00012,140,3.1e-02,D+,10.6000744,12.8586008,6,8,,T6892c83,L18349c139
Ag,2,548.81567,0.00009,8300,7.8e-01,C,15.77216857,18.0306640,7,9,,T9142,L11881c113
S,4,548.8251,0.0010,9,7.11e-01,C,35.35065,37.60909,2,4,,"T6527c4,LS",u24
Eu,1,548.8653,0.0010,120,1.78e-01,B+,1.602337,3.860634,6,8,,T7356,"L7586,L3475"
Fe,2,548.87748,0.00005,500,1.11e-01,C+,10.5960500,12.8542909,8,8,,T6892c83,L18349c139
C,2,548.8950,0.0020,5,8.2e-03,C,24.373054,26.631221,8,6,,T10528,L1176
Co,2,548.9420,0.0005,99*,1.5e-03,D,11.39640435,13.6544001,9,7,,T6999,L9429c118
Co,2,548.9420,0.0005,99*,1.45e-01,C+,11.39640435,13.6543706,9,9,,T6999,L9429c118
Fe,3,548.9731,0.0020,39,2.8e-02,D+,23.159245,25.417083,5,7,,u44,L1171
Fe,3,549.0122,0.0020,39,1.6e-02,D,23.170553,25.428243,7,9,,u44,L1171
Ti,1,549.0148,0.0004,330,3.69e-02,C+,1.46013860,3.7178148,9,7,,T4922,L10989
C,2,549.0160,0.0020,5,2.0e-02,C,24.370757,26.628437,4,4,,T10528,L1176
Mo,1,549.0271,0.0010,35,9.4e-03,B+,2.5975747,4.8551999,5,7,,T5293,"L10250,L3475"
Ti,1,549.0848,0.0004,69,1.4e-04,C,0.04796626,2.3053556,9,7,,T3499n,L10989
La,1,549.107,0.010,26,5.4e-02,B,0.8693659,3.126667,6,6,,T9460,L3475
Tm,1,549.1365,0.0005,23,6.2e-04,B,1.9326423,4.1898171,12,12,,T6708,L2006
Fe,1,549.18311,0.00024,191,2.05e-03,C+,4.18636440,6.44334733,5,7,,T6110,L11631
Fe,2,549.20782,0.00003,1200bl(Ar),3.41e-01,B+,10.6229357,12.8798182,6,8,,T6892c83,L18349c148
Mo,1,549.2157,0.0010,20,9.9e-03,B,2.6803685,4.9372187,7,5,,T5293,"L10250,L3475"
Fe,2,549.23979,0.00004,1100,2.21e-01,B+,10.4996322,12.7563835,8,8,,T6892c83,L18349c139
Ti,4,549.251,0.010,18,9.9e-01,D,26.335154,28.591858,2,2,,T2757,L2753
